anger,"When I am discussing something with a person and I realize that á
the other person is thinking over her own argumentations instead á
of listening, I become angry."
sadness,"When we were on holidays my girl-friend had to leave me after 4 á
weeks and I had to stay in Turkey for some more weeks because I á
had a job there."
disgust,"I studied medicine for several semesters. I was always disgusted á
when we had the dissecting-course. I cannot understand why some á
persons like this course."
shame,"Some time ago we had a tournament in our tennis-club. For á
tactical reasons I was chosen to play against a much weaker á
player than I am. Although it would have been enough simply to á
win the game, I defeated him extremely. This would not have been á
necessary."
guilt,"I had a discussion with my girl-friend. After some time we á
started to quarrel and at least - to get the upper hand - I said á
that she was not as important to me as she might believe. Some á
time later I apologized for that."
joy,"On New Year's Eve I went in a disco with friends. I amused myself á
and got to know many other people."
fear,"I had to go to the dentist's. When he touched my tooth with his á
drill, I was terribly aftaid of the pain I would feel any moment."
anger,"I was very hungry and just wanted to start eating when a friend á
called me who usually talks for a long time. I was angry because á
I was prevented from eating."
sadness,"My sister, whom I like very much, asked me for a favour which I á
refused her for some flimsy reason. Some time later I felt sorry á
for that and something like sadness."
disgust,"On my way to a concert I went with a man who tried to molest me. á
At that moment I did not care much but now the impression fills á
me with disgust."
shame,"I asked my friend to come with me to a disco because I wanted to á
be with a person I know well. But when I amused myself with á
others I let my friend sit alone, although I had asked her to á
come."
guilt,"I called my little sister to make her pick up her toy from the á
floor. When she still refused after I had asked her for the á
fourth time, we began to quarrel. At last the whole family was á
involved in this quarrel and trouble was brewing."
joy,"I had a singing-lesson, but I was not very good. The last á
exercise was singing scales. I did that very well and my teacher á
seemed satisfied."
fear,"A teacher wanted to instill a certain opinion and a certain á
behaviour into myself, what I refused. I was afraid when I saw á
him."
anger,"A friend had promised to call me at a certain time. I expected á
his call impatiently but in vain."
sadness,"Years ago on Christmas Eve I felt very sad because I realized for á
the first time how I missed my father who had died at Christmas á
Years ago."
disgust,"A man whom I like, was drunk and tried to molest me."
shame,"It was the time when everybody spoke about and discussed á
Hainburg. I was also asked for my opinion. I was ashamed because á
I had no firm view of the whole thing and therefor was not able á
to join the conversation."
guilt,"I was on a concert-tour and therefor seperated from my á
boy-friend. But I needed warmth which was given by a male member á
of the orchestra. My feelings towards him were not very deep, but á
his feelings were. I felt guilty when he said ""I am not a á
radiator"".

"
joy,"On my 18th birthday I passed the driving-test. I was glad because á
I had had to study very much, because I had been lucky and á
because - as a proof that it was really difficult - not everybody á
had passed the test."
fear,"At about midnight I had to go by bike through Graz alone. On the á
whole it was a distance of several kilometers. A car followed me á
through the streets. Only when I went into a one-way street the á
car disappeared. The rest of my way home I was very afraid."
anger,"I had studied for almost one week for my physics-examination. á
With difficulty I passed the examn. I was angry about the teacher á
and also about myself because I had not remembered enough during á
the examn and because the time that I spent studying was wasted."
sadness,"I had cared for a horse for 2 years. One day it was sold and I á
cried for several days because I was so sad."
disgust,"A friend of mine was telling jokes which I felt to be very á
disgusting, especially because I was eating."
shame,"At a carneval-party I smooched with a man - some days later I was á
rather ashamed for that."
guilt,"By fun I had a tussle with my sister. Suddenly I obviously hurt á
her unintentionally - and she ran out of the room, crying."
joy,"During my first week in Graz I met a girl who I had got to know á
in the train from Amsterdam to Graz. Although I had considered á
her very sympathetic, we had seperated without changing our á
adresses."
fear,"Many years ago I saw the film ""Psycho"" by Hitchcock for the first á
time. When I saw the film I was alone and afterwards I hardly á
dared to go to bed and hardly was able to sleep."
anger,"I had got a bad cold. My father said I must be crazy to go by á
motorbike at those temperatures. When I answered him that I did á
not care about a cold, he said that if I did not care for á
anything I could leave him (it was for the second time he said á
something like that)."
sadness,"I was at home alone when I realized that a young roe approached á
our house. I hid because I did not want to frighten it. It á
limped. Some time later, when I thought that it had already run á
away, I saw it lying on our terrace. I came nearer and saw that á
it was terribly wounded. I informed the ranger who said that the á
roe must have been attacked by dogs. He had to shoot it."
disgust,"Several years ago I stayed with friends in the mountains for one á
week. We lived in a hut and had to cook for ourselves. One day my á
friend did not succeed in preparing spaghetti. That dinner was á
terrible - nevertheless we all ate rather much and had an á
improper and unsavoury conversation."
shame,"My mother and my grandmother were talking about one of my á
grandmother's friends whom I hardly know. I gave some deprecatory á
comments on him whereupon my grandmother told me that the man had á
died recently."
guilt,"When I still went to primary-school, I went on a ski-trip with my á
family. After skiing we went to a restaurant for lunch. Suddenly á
my father said that he had forgotten something in the car. He á
gave me the key and asked me to go and get it. I had difficulties á
with the key which was already bent. I asked my mother to help á
me. When she tried to turn the key it broke. We had no second á
key. My mother was blamed for all that and I did not say a word."
joy,"I had not studied very much for my final examination at school, á
so I had to take an additional examination in French. The oral á
examination was not very hard for me - the more I was glad when I á
heard that I had passed it."
fear,"When I was 8 years old my tonsils had to be operated on. This is á
not a complicated operation, but just before it started I was á
very afraid so that I will never forget it."
anger,"My parents are divorced, father pays alimony for me. Two years á
ago my sister who lives with father, suddenly asked mother for á
money. As she considered the amount of money my mother offered á
her too small, she brought an action against mother. I was á
terribly angry with my sister."
sadness,"I arranged with a friend to go skating the next day. He asked me á
to wake him up by telephone at twelve o'clock because we had come á
home late in the morning. Next day I called him - he was not at á
home. As something like that had happened to me several times á
before, I came to the conclusion that one cannot rely on anybody á
and I felt very sad."
disgust,Whenever I see a spider or a snake I feel disgusted.
shame,"When I had slept with a boy for the first time I felt ashamed for á
three reasons. First, because I was only 13 years old, second, á
because I did not really like him, third, because he had caught á
me napping."
guilt,"I had been together with my boy-friend for two and a half years, á
when he got to know another girl and not even tried to conceal á
that from me. I drew my conclusions and left him - I also felt a á
bit guilty for what had happened."
joy,"My boy-friend told me that he would take me to the training of á
the life-saving dogs."
fear,"I was in a dark cellar and saw a glowing red point. I thought á
that it was a person with a cigarette - but it was only the red á
switch."
anger,"A man treated his dog very badly - he insulted and beated him á
until the dog kept lying on the floor with his tail drawn in."
sadness,A horse which I had liked very much was taken away.
disgust,"On TV I saw a report about church in Amerika. A priest was shown á
who was performing miracles in front of the camera - I felt á
disgusted."
shame,"When I was a child, my uncle came to see us. I spit at him and á
ran out - I do not know the reason for that. My father came after á
me and insisted on my apologizing."
guilt,"I quarreled with my boy-friend. He said it was unfair that I á
always started crying so that he had to give in."
joy,"To be able to prepare myself better for an important examination, á
I did not spend the nitht with my girl-friend but in the á
students' hostel. I had not done that for months. The day when I á
had the examn, somebody knocked at my door at seven o'clock in á
the morning. My girl-friend who likes sleeping late, had come to á
be able to be with me."
fear,"I studied medicine for several semesters and at that time I á
developed a great fear of examinations. I was most afraid of my á
examination of anatomy. While other students were examined, I was á
dissecting. I was able to hear everything and was waiting with á
fear until it was my turn."
anger,"When I come home in the evening, the first thing I do is to sit á
down and smoke a cigarette. One day I found the flat in a totally á
desolate state. My girl-friend had wanted to tidy up but had not á
finished."
sadness,"My son's mother told me that she wanted to move to Vienna and á
take the child with her. This means a rather long distance for á
me. My whole family was sad and dumbfounded so that my own á
feelings were intensified."
disgust,"When a very near person got into an awkward situation but showed á
only helplessness and indecision."
shame,"I spent an evening with my girl-friend. When we wanted to go to á
bed I was totally drunk. Next morning I felt rather ashamed."
guilt,"I threw away an object, which belonged to a friend, because I did á
not know what to do with it. My friend was very sad about that á
and I felt guilty."
joy,After a long time I saw my boy-friend again. 
fear,My first public appearance in front of a rathe big audience.
anger,"I was angry about how the government acted concerning Hainburg, á
especially when I saw a discussion about it on TV."
sadness,Death of my father; he died of laryngeal cancer.
disgust,When I got indecent offers.
shame,"When I bought new skis; I was ashamed to tell the assistant that á
I am not good at skiing and therefor bought racing skis."
guilt,"My schoolmates were teasing a pupil who was not able to defend á
himself very well; I should have taken his part."
joy,"I thought that I had failed an examination, but when I was á
informed about the mark, I saw that I had passed it."
fear,"Before an examination: I had the fealing that I had not learned á
enough."
anger,"Once when I was playing table tennis I was already sure that I á
would win , but at last I lost the game."
sadness,My grandfather's funeral.
disgust,"In cinema I saw a film which showed how a person was torn out his á
guts when he was still alive."
shame,"I was sitting in a restaurant with friends. They asked me á
something which they thought I should know. Actually I know it, á
but at that time I was not able to remember it."
guilt,"I had an appointment with a friend. I promised him to meet with á
him, but at last I did not without having informed him."
joy,"When I had a psychical crisis, I met a girl, who told me that she á
had had almost the same problems and how she had finally overcome á
them."
fear,"I had climbed on a cherry tree alone and there was a thick á
caterpillar beside my fingers. I feel disgusted by caterpillars á
and snakes. I was terribly afraid of the caterpillar crawling on á
my fingers. Out of the fear I was almost unable to climb down."
anger,"A friend of mine told other people that I was a slattern (because á
of an occurence that had happened some time ago). When I heard á
about that I was very angry."
sadness,"My grandfather was seriously ill, he had only a few days left to á
live. I had always loved him, but never told him. When I saw him á
for the last time, I had the feeling that I had omitted so many á
things I could not do again. - There was a fly sitting on his á
forehead and he was too weak to drive it away. I was very sad á
when I saw that."
disgust,"Normally my father never tells vulgar jokes, we do not speak á
about sexual things, too. But once he told such a vulgar joke, á
that I was really disgusted. He did not tell me, but some of his á
friends, but I was present."
shame,"When I was 6 or 7 years old, I pulled down the trousers of a á
friend because I wanted to know what she looked like. My mother á
watched that and (as a punishment) sent me into the house. We á
never spoke about that; I think it was as embarassing for her as á
it was for me. "
guilt,"When I told my boy-friend, who loved me very much, that I wanted á
to put an end to our relationship. a long time before I told him á
that and also a long time after that I felt guilty, because I had á
hurt him so much."
joy,"Unexpectedly I met some persons who I like very much. á
Spontaneously they invited me and integrated me within their á
group, although it was late in the evening."
fear,"After a footballmatch I went home by car, a friend drove. I did á
not realize that he was drunk until we were in the car. He was á
madly racing. Several times we were in dangerous situations and I á
told him to be cautious, but he did not care."
anger,"A friend of mine uses butter instead of oil when he is cooking. I á
am always angry about that, because it is an unnecessary luxury. á
Recently we both were cooking and he wanted to use butter again. á
When I had already put the oil into the pan, he poured it out á
again and put the butter into the pan."
sadness,"After some friends had come to see me. They had stayed for á
several days and we had got on very well. When they had left, I á
had a feeling of emptyness."
disgust,"I had a quarrel with a friend who lived with me in the same flat. á
He moved out. Before he went he invited me and some friends for a á
drink. At last he was totally drunk and smelled disgusting. á
Besides, he told lies about us and behaved as if he was to be á
pitied."
shame,"I went to see a friend. There were other people, too, and á
everybody brought some present. I was the onlyone who brought á
nothing. My friend was very hospitable and did not show anything á
- although I knew how he felt."
guilt,"With a group of handicapped people we went to a party. When we á
wanted to leave we were not able to find one of these people. I á
had told his mother that we would leave at 4.30 p.m., actually it á
was planned for 3.30 p.m. Therefore there was a delay."
joy,"I had a quarrel with my fiancT. When he admitted his fault, á
everything was allright. It was then for the first time that he á
surprised me with coffee and cake and a bunch of flowers."
fear,"After my boy-friend had beaten me for the first time, I always á
trembled when somebody knocked on my door or when I heard steps á
coming nearer."
anger,"I had not eaten anything for 2 days to be able to pay the fine á
for my fiancT. But he stayed in another town and spent one á
thousand shillings in the restaurant during the same time."
sadness,"I had to give up my love, because it did not work out well."
disgust,I was insulted without a reason by a drunk man.
shame,"My boyfriend had drunk too much and beaten me. When I had to show á
the letter the door, which was almost crashed, I felt ashamed."
guilt,"I spied on my fiancT and was terribly jealous. Later I saw that á
there was no reason for that."
joy,"My sister had a daughter. I saw the baby for the first time á
through a pane of glass and she looked at me."
fear,"My mother, my sister and I were sitting in the sitting room and á
watching a film on TV. My father came home drunk and told us to á
turn off. When we did not do that he switched off the fuse and á
started shouting. We were sitting in the dark and I was afraid á
that he would do us a harm."
anger,"I bought an aquarium which made me much pleasure. I was watching á
the fish when my father came in and asked me how much I had payed á
for it. He said he would not pay for the current that it would á
require."
sadness,"When I was 9 years old, I got a cat, but after 3 days he died. I á
was very sad, because I had nursed him and taken him to the á
veterinary's - but in vain. Although I had had him only for a á
short time I had liked him very much."
disgust,"When my grandmother was about 80 years old, she lived with us for á
several years. I saw her illness. I did not even want to breath á
the air that smelled of her presence."
shame,"I am left-handed. When I attended the first form, we learned to á
write with pens. I smeared everything I had written. All my á
friends had written well and wanted to know why the teacher was á
looking at my note-book. I was ashamed."
guilt,"When I was 4, we spent our holidays at the seaside. My sister and á
her friend wanted to go to a bay on an undangerous way. I wanted á
to arrive before them and went on a shorter, but more dangerous á
way. When I arrived, I found nobody there. I waited for a long á
time, but nobody came. On my way back I met my mother who had á
been searching for me desperatly. She did not scold me, but I saw á
how much she had worried (herself)."
joy,"When I was 17, I had a mystic vision. I melted into a dazzling á
light, which omitted perfect love. The physical experience became á
unimportant, I heard or saw the words ""overcome egotism"". The á
feeling of joy remained for month after that experience."
fear,"When we had swimming instruction, we had to take a header from á
the springboard. I usually refused to do that, but at least I was á
forced to."
anger,"When I played in a chess championship, I was disturbed by other á
people. I asked them to be quiet, but in vain."
sadness,When my flute-teacher was replaced by a new one.
disgust,"When I was a child, I was sometimes forced to eat things that á
disgusted me."
shame,"When I was 12 years old, some friends of our family had come to á
watch TV. I lay on the floor and moved my pelvis. When the other á
people had gone, my mother told me that it had looked as if I had á
wanted to make sex."
guilt,"When I shirked the gymnastic lesson I met the director of our á
school who asked me what I was doing."
joy,"When I was in a situation which seemed hopeless for me, I moved á
back to my parents. For my father it went without saying anything á
(normally he ofter grumbles at me)."
fear,"I lived in a flat with a couple. The woman was so jealous of me, á
that she sometimes had crying fits. Eventually her husband could á
not stand that any more and wanted to kill me."
anger,"I have a very big family. At my grandmother's funeral we all met á
and everybody pretended mourning. In reality it was like a á
fashion-show: everybody wanted to show himself."
sadness,Often a dog which is treated very badly by his owner comes to us.
disgust,"After a pleasant evening with friends in my flat, one of them did á
not want to leave, because he wanted to sleep with me. He said á
that he had fallen in love with me, that he felt alone and so on."
shame,"I look up to my Karate-teacher. When I came to a training lesson á
after I had not trained for one week, I was totally stiff. I was á
ashamed."
guilt,"My sisters asked me to fetch them at a discotheque which is 5 km á
off. There was a thick fog and snowfall. There was not enough á
room in the car for all of them and they asked me to go there á
once again. When I did not do that they had a way to make me feel á
guilty."
joy,"When I heard that I had passed my final examination at school á
(with success)."
fear,Before my final examination.
anger,When my mother kept me in leading-strings.
sadness,When my father died.
disgust,When I worked at the life-saving sevice and saw the first exitus.
shame,When I made a fool at an examination.
guilt,"When I had wrongly explained someone an important exemple for an á
examination."
joy,"Last year I went to see friends in Yugoslavia - two girls with á
whom I get along very well."
fear,"Before I went to the urologist's I was afraid for several á
reasons: because it was for the first time, because the medical á
check-up might be painful, because of the uncertainty and because á
someone had informed me about it."
anger,"My girl-friend did not understand me; I was angry with myself á
because I had problems when we seperated - I could not resign á
myself to it."
sadness,A friend who was 22 years old died.
disgust,"When I was in the army, we got a certain dish for dinner that I á
do not like at all. We were not obliged to eat, but I was very á
hungry."
shame,I had to pay a fine because of speeding.
guilt,"A friend who was 22 years old, died of leukemia; I had not known á
that he was so ill and therefore had not cared."
joy,When we got a young dog.
fear,I was afraid before I went to the doctor's.
anger,I had an accident with damage to the car body.
sadness,My dog died of a cerebral tumor.
disgust,"When I worked at the life-saving service I was disgusted by a á
patient whose outward appearance was distasteful."
shame,"When I was a child, I had a medical check-up. I had to undress á
myself and was examined by several doctors."
guilt,"When a classmate wanted to sit down, I pulled his chair away, so á
that he was slightly injured."
joy,"When I heard that a good friend, who had been abroad for a long á
time, would come and see me."
fear,"When I had my first oral examination after a long time; á
especially one day before the examination when I had the feeling á
that I had not studied enough and had not enough time to make up á
for it."
anger,"I heard friends grumbling at me in an adjoining room, although á
they had behaved in a friendly way when I was present."
sadness,When my brother died.
disgust,"I read about a murderer who brutalized his victims by cutting á
open their stomaches and taking out their bowels."
shame,"When I was a child: I had told my mother a lie and she found it á
out."
guilt,"My father had been alone for a long time because my mother and á
sister were on holiday. I had not seen him for a long time and á
when I finally called him I realized that he had been very sad á
about that."
joy,I unexpectedly got a present from my father.
fear,"When I had to go through lonely streets in the middle of the á
night."
anger,"My boy-friend had promised me to come home at about 10 p.m. He á
did not return until midnight and had consumed a lot of alcohol."
sadness,"A relative, whom I like very much, left for the United States."
disgust,"When I was walking on the street, I slipped on the dung of a dog. á
I did not fall down, but I felt disgusted by the bad smell on my á
sole."
shame,"Some persons, who are important for me, came to see me and I had á
not washed the dishes."
guilt,"I was looking after my cousin's little daughter; she fell down, á
was slightly injured and cried vociferously."
joy,"I met again a very good friend whom I had not seen for a long á
time."
fear,"I got lost in a foreign town. I did not know the language of that á
country and it took me hours to meet my friends again."
anger,"A friend had promised to get me a book which was very important á
for my work, but she forgot it."
sadness,"My dog, whom I had had for eleven years, died. I watched his á
soporification."
disgust,"A drunk man bumped into me and wanted to grip me. Fortunately I á
was able to break loose."
shame,"When I stayed on a nudism beach, a man was watching me in a á
disagreeable way. I had the feeling that he was examining my á
body."
guilt,"I had a quarrel with my father. He was depressed, because á
somebody had treated him injustly. As we had an argument, it was á
impossible for me to help him."
joy,"My friend came to see me after she had stayed abroad. I waited at á
the station."
fear,"After a motor accident (I was the frong-seat-passenger) I spit á
blood."
anger,"At an office an application that I had made was turned down á
because of a scrupulous interpretation of the rules."
sadness,My uncle died - I felt sad at the funeral.
disgust,"I saw a drunk man tottering behind his wife and insulting her á
awfully."
shame,"After an oral examination I shook the professor's hand, but he á
had only stretched it out for my ball-point-pen."
guilt,I spread abroad an intimate secret.
joy,"I bought a Christmas present for my girl-friend. On my way home I á
was really glad about having found such a suitable thing."
fear,"My fear appeared in the form of jealousy. I was afraid that my á
girl-friend had fallen in love with another man, I was afraid to á
lose her."
anger,"I was angry when I watched a ski-race. All the Austrian skiers á
dropped out."
sadness,"During my holiday I met again a friend who had tried to commit á
suicide. She had just left hospital, her lips were trembling, she á
looked miserable."
disgust,"On my way home in the middle of the night I saw a drunk man and a á
woman who were quarreling, beating each other, shouting and so á
on. I felt disgusted especially because they treated each other á
in such a degrading way."
shame,"My girl-friend and I live in one flat with another couple. We get á
along very well and usually we share everything. Once we two were á
sitting in our room and eating a cake when the others came in."
guilt,"I was on a visit to friends who have a baby. The baby was crying á
in another room, but soon it became quieter and it seemed that it á
would fall asleep. I went into the room where the baby was lying á
- and it started crying again.
"
joy,"I went to fetch my girl-friend at the station. When the train á
arrived and I saw her descending and running up to me, I felt á
glad."
fear,"When I wanted to go into a house, there was suddenly a big dog á
standing beside me. It was hardly moving, but I did not know how á
it would react later on."
anger,"My father had bought too many goods for his shop, there was not á
enough space to store them."
sadness,A friend died of cancer when he was 18 years old.
disgust,"At a party I saw two persons having a fight. The aggressions and á
the hate between these persons produced an unpleasant impression á
on me."
shame,"During a discussion I said something rather stupid and á
unnecessary."
guilt,"When I was driving my car, I wanted to pick something from the á
floor of the car and drove into the guide-rail. I thought that I á
should not have done that and felt guilty."
joy,"On my birthday a friend came to see me unexpectedly and brought á
me flowers. I usually do not see her very often."
fear,"I was awakened by a dream in the middle of the night. I dreamt á
that a stranger was in my house."
anger,"My boy-friend had promised me to come an 10 a.m. - he was 3 hours á
late."
disgust,When I heard about a murder of a 16-year-old girl.
shame,"When I broke the piggy bank of my brother and my mother á
discovered that."
guilt,"I was sitting in a restaurant with friends and I knew that in the á
meantime my girl-friend must have come to my flat and found the á
door closed."
joy,"After I had been away for a long time a friend told me that I had á
passed all my written examinations."
fear,"Recently my younger brother disappeared for two days without á
leaving a trace. Usually he tells me when he wants to do á
something like that, therefore I was afraid that something had á
happened to him."
anger,"I played chess with my 12-year-old brother. I made a stupid á
mistake - and he won!"
sadness,"It was only once that I really felt sad: at my grandfather's á
funeral (after a long time of suffering he had died of cancer)."
disgust,"3 years ago I served in the army. Once a collegue denounced me á
because of a delict, which is usually committed. I was arrested á
for 3 days. I still detest this man."
shame,"Once I went home totally drunk and roused all our neighbours from á
sleep."
guilt,"When I was in the puberty I smashed the favourite toy of my á
little brother because of a fit of rage."
joy,"After I had had a disappointment in my private life, my friend, á
who studies in Vienna, came to see me spontaneously."
fear,Before an oral examination - which I did not take eventually.
anger,"A friend had promised me to give me a lift to Graz. To be sure I á
called her before we went. She told me that she had just promised á
another person to give him a lift."
sadness,I am sad because some relations to friends are not very good.
disgust,"I think I have hardly had a situation where I felt disgusted. á
Perhaps once, when I saw a big spider."
shame,When my boy-friend left me and I wanted to persuade him to stay.
guilt,"I promised my mother to come home on her birthday, but at last I á
was prevented. Nevertheless it would have been possible to go but á
I did not."
joy,Seeing relations from overseas after a few years.
fear,"Unknown person knocking repeatedly on backdoor when no one else á
was at home."
anger,"Boyfriend ""chatting up"" another girl."
sadness,A friend breaking up with her boyfriend.
disgust,"Accidentally seeing a friend in a compromising situation with a á
stranger."
shame,Parents finding out I smoked.
guilt,Not thanking relatives for a favor done.
joy,Emotional reassurances by spouse.
fear,Movement in bush late at night while camping.
anger,Heated discussion with spouse concerning new house.
sadness,Loss of close relative.
disgust,The price I was charged for work on my car.
shame,Caused fault in V.C.R. by not following instructions carefully.
guilt,Losing my temper with my spouse.
joy,A night spent with a group of friends.
fear,"A car came very close to hitting me whilst I was crossing the á
street."
anger,"A friend whom I had gone out of my way to do something for did á
not bother to acknowledge my efforts, and treated me badly á
thereafter."
sadness,"A girlfriend ended our relationship in an abrupt and unexpected á
manner."
disgust,"A friend once reacted childishly (he is 23 yearrs old) to my not á
responding in his favour to a request, that is: he asked me for á
some money I refused, and his reaction was quite childish."
shame,"On one occasion whilst engaging in horseplay with my girlfriend, á
I caused her to be physically harmed."
guilt,"I borrowed money from a friend and did not pay back the debt when á
I said I would."
joy,Getting a phone call from a very old friend.
fear,Before giving a seminar to a rather large audience.
anger,"Being stopped by the police for a traffic offence which I don't á
think I committed."
sadness,Death of a parent.
disgust,"At a social event when none of the guests would help to serve á
food or clear tables. It was all beneath them."
shame,"The mother of a small child found me shaking the child in á
exasperation, because I couldn't get it to sleep."
joy,"The more than satisfactory result of a recently-completed á
university subject was communicated to me by phone."
fear,"I was a passenger in a jumbo-jet which was accelerating down the á
runway and almost at the point of take-off, when the pilot á
suddenly braked and put the engines into reverse thrust, in an á
obviously urgent attempt to stop the aircraft. The hostesses show á
signs of concern and my first thought was that something was on á
the runway in our path and that we were in danger of hitting it."
anger,"A person walking his dog allowed it to defecate on the footpath á
outside my house. Although it had happened before, this was the á
first time I had witnessed it. All the skills I had learnt from á
PY 263 were thrown out the window when his indifference to my á
protestation was obvious to me."
sadness,"While walking through an old mining area, I unwittingly disturbed á
a wallaby which, in its resultant flight, accidentally fell down á
a deep mine shaft. On investigation it seemed uninjured, but it á
was impossible for the wallaby to get out, and also for me to get á
it out of the shaft. To prevent its suffering a slow death, I á
shot it."
disgust,"A colleague and I were sitting on a bench next to an old man in a á
shopping centre. the old man coughed and spluttered somewhat, á
then with his fingers removed the resultant phlegm and mucous á
from his mouth, and transferred it onto the armrest of the á
bench."
shame,"I had promised to contact a friend about a particular matter by a á
certain date, then thought no more about it until the friend á
reminded me after the date had passed."
guilt,"A neighbour complained about smoke from my backyard incinerator á
entering his house after a change of wind direction. I lit the á
fire after originally checking that the wind would not blow the á
smoke in that direction."
joy,"On my birthday, when a very close friend sent me a huge bouquet á
of flowers."
fear,"When I heard that there had been some women raped at uni, just á
near where I usually park my car and walk by myself at night. á
Although I wasn't in danger it unnerved me for days and I was á
fearful whenever walking through the area."
anger,"When the person I am going out with let me down in a situation á
that I was depending on them, and didn't show respect or care."
sadness,"When I found out that a person I went to school with had died in á
a car accident."
disgust,"When I heard about the way a parent of a friend had mistreated á
him, and caused a great instability."
shame,"When I realised that I had become too emotionally involved with á
the person I'm going out with, and when I began to like someone á
else and questioned whether I really care about person I'm with."
guilt,"When I came very late one night (or morning !) and my parents á
were waiting, not so much angrgy as disappointed."
joy,"One of my friends and I had breakfast in a restaurant. It was á
spontaneous and lots of fun."
fear,"I was walking home late at night from lectures and someone á
deliberately started following me. It was dark and I was scared."
anger,"At one of my close friends saying she didn't like the way I am á
nice to people I don't know, or who have been nasty to me."
sadness,"Leaving Melbourne to move interstate - leaving relatives and á
friends behind."
disgust,"Disgust at a girl I know for continually feeling sorry for herself á
and never acting positively to do something about her problems."
shame,"I am ashamed of the horrible way I used to treat my little á
sister."
guilt,Often I forget to give my immediate family birthday presents.
joy,"I noticed that Meryl Streep and I had similar cheekbones and jaw á
structure."
fear,I do not recall being scared in the near past.
anger,As for disgust.
sadness,"Girl I was fond of did not initiate conversation as I expected in á
tutorial."
disgust,"I realised that someone was insidiously attempting to shit me off á
I was disgusted with him for doing so, because I afforded him á
with no excuse to do so."
shame,"I do not seem to feel emotion such as shame, guilt or fear - far á
out !"
guilt,"I cannot recall feeling guilty in the near past.
REMARK - SUBJECT MAY NOT HAVE TAKEN THE EXERCISE VERY SERIOUSLY."
joy,"When I was complimented and called ""delightful""."
fear,When my mother was angry with me over my friends and boyfriend.
anger,Anger towards my lover for being late.
sadness,The death of my twin sister - suicide.
disgust,"Disgust with myself for consistently making foolish errors in á
communicating with others (asking for 1/2 Kg of nuts when I only á
wanted 50 g)."
shame,"I had been rude to my mother at a time when she needed á
comforting, not anger (death of my sister)."
guilt,"Guilt - because I had not written to my sister for months before á
she died."
joy,"My current lover and I had been very busy with work and study and á
had not had time alone together for almost a month until one á
afternoon recently when we made love for hours and then showered á
and ate together."
fear,"A workmate and I had been antagonistic with each other for some á
weeks - he had reacted violently to my criticisms of his work á
standards."
anger,"I had been having a heated argument with a lover - whose á
intention was that we should marry in the near future - and was á
rejected by her when I started to cry. When I stopped crying for á
a moment she said ""There, have you got it all out now ?""."
sadness,"I was alone in my parents' house, having made plans to spend the á
afternoon with a lover (plans which the lover cancelled), á
watching a movie and considering my life and circumstances - á
pressures of examinations in particular."
disgust,"I discovered some pornographic literature in a workmates drawers. á
The literature featured pictures of naked women defecating on one á
another."
shame,"Upon returning from a journey of about two weeks duration, I á
found that a collection of pornographic literature had been á
removed from my room I had previously thought that no one was á
aware of the existence of this material."
guilt,"My mother and father had forbidden me to ride my scooter on the á
road, and I had transgressed (together with the ""wild"" kids from á
across the street) by riding my scooter down a steep hill near á
our house. My mother sent the boy next door to collect me, and I á
was severely scolded."
joy,Blank.
fear,"After going through a glass door, I sustained a number of serious á
cuts which were gaping open."
anger,"The mother of a person with whom we had been sharing a housing á
accused me of trying to rip her off over payment of bills in the á
house. "
sadness,"Watching ""11 am"". They had a programme on the starving refugees. á
Their plight was a source of sadness for me."
disgust,"A girl with whom I was staying having sex with a person for about á
3 nights running, and then with his brother the following night, á
and back again."
shame,"During an argument an acquaintance accused me of having insulted á
her parents by having had sex in their house which they á
overheard."
guilt,"A girl whom I hadn't seen for a period of time told me that she á
had been pregnant and had an abortion - I was the father."
joy,"When my boyfriend last told me he loved me after I gave him an á
impulsive kiss."
fear,"When my boyfriend was leaving to go home one night, I had a very á
deep sense of uneasiness and an unwarranted fear that I wouldn't á
see him again."
anger,"Anger with boyfriend's best friend for alienating me and blaming á
me for personality changes in my boyfriend and changes in my á
boyfriend's attitude to him and his obvious egoistical attitude á
himself in doing so. I also lost one of my best friends - his á
girlfriend."
sadness,"Death of paternal grandmother to whom I was very close - died of á
cancer."
disgust,"Disgust with oneself after being intoxicated enough to go to bed á
with a stranger."
shame,"I feel shame every time I think of very dear friends of mine á
abroad who were family to me for a year, and now 2 years later, I á
have attempted, but have not actually gone through with á
corresponding with them, to express my feelings and gratitude."
guilt,"After being told that an ex-boyfriend had been hurt by my wearing á
something he had given me when I was with another guy. I was á
unaware of my actions really, as I had not considered the fact á
that he had given it to me, and might see me. I still respected á
his opinions of me."
joy,"When I thought that my high school love and I had a mutual á
emotion."
fear,"I was on my surf ski. Rather large waves to strong current á
separated me from my ski and we both began to drift slowly á
(actually rather quickly) away to sea. The direction I was á
drifting in was taking me straight over a reef on which rather á
large sharks were constantly being caught. (I was alone with no á
one to help me)."
anger,"I was enjoying the company of bird life while I was eating lunch á
in a park when a group of people began throwing sticks at some of á
the birds - for no reason other than the satisfaction of seeing á
them being scared away."
sadness,"When I left my sister's house after staying there for a few days. á
She has two little boys, and they are very warm people (the á
family). At the time, I was in need of this sort of contact, and á
I grew very fond of children (no, I'm not a paedophiliac)."
disgust,When my father revealed inconsistent morals.
